hold one's breath,[hoʊld wənz brɛθ],② 屏住呼吸,"Student And well, I was thinking about it and I realized I don't understand how they hold their breath underwater",学生好吧，我在想这个问题，然后我意识到我不明白他们如何在水下屏住呼吸
hold up,[hoʊld əp],举起；支撑；耽搁,"Third, the idea that the quackers were caused by a secret submarine from another country does not hold up",第三，嘎嘎声是由其他国家的秘密潜艇引起的想法并不成立
hundreds of,[ˈhənərdz əv],数以百计的,", the settlements of Chaco Canyon in New Mexico in  the American Southwest were notable for their ""great houses,"" massive stone buildings that  contain hundreds of rooms and often stand three or four stories high",，美国西南部新墨西哥州查科峡谷的定居点以其“大房子”而闻名，这些大房子是巨大的石头建筑，里面有数百个房间，通常有三四层楼高
hunger for,[ˈhəŋgər fər],渴望,,
hunt for,[hənt fər],搜寻,,
impose on,[ˌɪmˈpoʊz ɔn],强迫；施加影响于,Many signals that animals make seem to impose on the signalers costs that are overly damaging,动物发出的许多信号似乎给信号发送者带来了过度破坏性的成本
impress (sb.) with,[ˌɪmˈprɛs (sb*.) wɪθ],给（某人）以深刻印象,,
in a large part,[ɪn ə lɑrʤ pɑrt],在很大程度上,,
in a row,[ɪn ə roʊ],连续,We had a bunch of big snowstorms right in a row last year,去年我们连续遭遇了一场大暴风雪
in a sense,[ɪn ə sɛns],在某种意上,"To be sure, their evaluation of the technical flaws in 1920s sound experiments was not so far off the mark, yet they neglected to take into account important new forces in the motion picture field that, in a sense, would not take no for an answer",诚然，他们对 20 年代声音实验的技术缺陷的评估并不算离谱，但他们却忽略了电影领域重要的新生力量，从某种意义上说，这些新生力量不会接受否定的答案。
in a way,[ɪn ə weɪ],在某种程度上,"Now in a way, Painlevé's films conform to norms of the 20s and 30s, that is, they don't fit very neatly into the categories we use to classify films today",现在，在某种程度上，潘莱维的电影符合20世纪20年代和30年代的规范，也就是说，它们不太适合我们今天用来分类电影的类别
in abundance,[ɪn əˈbəndəns],大量；丰盛,Mars Global Surveyor data released in 2003 seem to indicate that the Martian surface contains too few carbonate rock layers —layers containing compounds of carbon and oxygen —that should have been formed in abundance in an ancient ocean,2003 年发布的火星全球勘测者数据似乎表明，火星表面含有的碳酸盐岩层（含有碳和氧化合物的层）太少，而这些岩层本应在古代海洋中大量形成。
in accordance with,[ɪn əˈkɔrdəns wɪθ],按照；根据；与一致,,
in addition,[ɪn əˈdɪʃən],另外；此外,To indicate that there are other types of influences on climate variability in addition to those previously discussed,表明除了前面讨论的影响之外，还存在其他类型的对气候变化的影响
in addition to,[ɪn əˈdɪʃən tɪ],除......之外（还有；也）,To indicate that there are other types of influences on climate variability in addition to those previously discussed,表明除了前面讨论的影响之外，还存在其他类型的对气候变化的影响
in advance,[ɪn ədˈvæns],提前,"Someone decide agenda in advance, e-mail it to every one before the meeting and then make sure that when you meet that you stay focused on your goals",有人提前决定议程，在会议前通过电子邮件将其发送给每个人，然后确保会议时专注于自己的目标
in agreement with,[ɪn əˈgrimənt wɪθ],同意,,
in alliance with,[ɪn əˈlaɪəns wɪθ],与......联盟,,
in an attempt to,[ɪn ən əˈtɛmpt tɪ],企图；为了,"Advertisers in the past have used radio and television in an attempt to provide information  about their products to large, general audiences; it was once thought that the best way  to sell a product was to advertise it to as many people as possible",过去，广告商利用广播和电视试图向广大普通受众提供有关其产品的信息。人们曾经认为销售产品的最好方式就是向尽可能多的人做广告
in an effort to,[ɪn ən ˈɛfərt tɪ],企图；努力想；为了,"[E] Because high concentrations of sodium chloride and other salts limit growth in most plants, much research has been done in an effort to develop salt-tolerant agricultural",[E] 由于高浓度的氯化钠和其他盐类限制了大多数植物的生长，因此人们进行了大量研究以开发耐盐农业
in any case,[ɪn ˈɛni keɪs], 无论如何；任何情况下,"Modern soundings indicate he overestimated his depths by several hundred fathoms, but in any case Ross ’s clam dove several times deeper than Forbes’ s dredge",现代探测表明他高估了数百英寻的深度，但无论如何，罗斯的蛤蜊下潜深度比福布斯的挖泥船深几倍
in black and white,[ɪn blæk ənd waɪt], 白纸黑字；书面的；印刷的,"Vermeer’s paintings was X-rayed, it did not have any preliminary sketches on the canvas beneath the paint, but rather the complete image drawn in black and white without any trial sketches",维米尔的画作经过X光检查，在画布上的颜料下方没有任何初步草图，而是以黑白方式绘制的完整图像，没有任何尝试草图
in bloom,[ɪn blum],（花）盛开,,
in brief,[ɪn brif],简言之,,
in bulk,[ɪn bəlk], 散装；大批；大量,,
in case,[ɪn keɪs],万一；假使,"I guess I should try out the electronic search while I'm still here then, you know, just in case",我想我应该趁我还在这里的时候尝试一下电子搜索，你知道，以防万一
in certain cases,[ɪn ˈsərtən ˈkeɪsɪz],在某些情況下,"Athenians to the aristocracy, and allowing the assembly (of which all citizens were equal members) to overrule the decisions of local courts in certain cases",雅典人向贵族开放，并允许议会（其中所有公民都是平等成员）在某些情况下推翻当地法院的决定
in charge of,[ɪn ʧɑrʤ əv],负责,"It makes sense to have a centralized authority in charge of that, right? So a hierarchy forms",有一个中央机构来负责这件事是有意义的，对吗？于是就形成了一个层次结构
in collaboration with,[ɪn kəˌlæbərˈeɪʃən wɪθ],与......合作,,
in combination with,[ɪn ˌkɑmbəˈneɪʃən wɪθ],与......结合,"And because the ancient Egyptians were using the lunar cycle in combination with this heliacal rising, some years ended up having 12 lunar months, while others had 13 lunar calender months, if Sirius didn't rise in the 12th month",而且由于古埃及人将月球周期与日升结合起来，如果天狼星没有在第 12 个月升起，有些年份最终有 12 个阴历月，而另一些年份则有 13 个阴历月
in common,[ɪn ˈkɑmən],共同的；共有的,Why the woman has little in common with her roommates,为什么这位女士与她的室友没有什么共同点
in comparison,[ɪn kəmˈpɛrəsən],相比之下；比较起来,"Helens, in the northwestern United States, for example, pales in comparison to the destruction caused by humans",例如，位于美国西北部的圣海伦斯与人类造成的破坏相比显得相形见绌
in comparison with,[ɪn kəmˈpɛrəsən wɪθ],与.......比较,"▆In densely wooded environments, sound is the best means of communication over distance because in comparison with light, it travels with little impediment from trees and other vegetation",▆在树木茂密的环境中，声音是远距离通信的最佳方式，因为与光相比，声音的传播几乎不受树木和其他植被的阻碍
in confidence,[ɪn ˈkɑnfədɛns],秘密地；私下地,,
in conjunction with,[ɪn kənˈʤəŋkʃən wɪθ],与......协力；连同,,
in consequence of,[ɪn ˈkɑnsəkwəns əv],由于......的缘故,,
in contact,[ɪn ˈkɑnˌtækt],接触,"Now, why was that? Well, the main reason was that steel cables degrade very, very quickly in contact with salt water",现在，为什么会这样呢？嗯，主要原因是钢缆与盐水接触后降解得非常非常快
in contrast,[ɪn ˈkɑntræst],与此相反,"Drought-tolerant plants can even（并列） absorb water from relatively dry soil because of （因果） their deep roots, in contrast to （对比） succulent plants",耐旱植物甚至可以（并列）从相对干燥的土壤中吸收水分，因为（因果）它们的根很深，与（对比）多肉植物相反
in contrast to,[ɪn ˈkɑntræst tɪ],与......形成对照,"Drought-tolerant plants can even（并列） absorb water from relatively dry soil because of （因果） their deep roots, in contrast to （对比） succulent plants",耐旱植物甚至可以（并列）从相对干燥的土壤中吸收水分，因为（因果）它们的根很深，与（对比）多肉植物相反
in debt,[ɪn dɛt],欠债；欠情,,
in demand,[ɪn dɪˈmænd],有需要的；受欢迎的,"This increase in literacy, um, in reading, led to an increase in demand for eyeglasses",识字率、嗯、阅读能力的提高导致了对眼镜的需求增加
in depth,[ɪn dɛpθ],全面地；深入地；详细地,"Now, we've talked in depth about coral bleaching, or whitening, which as you recall, is a symptom of …well that the coral is suffering",现在，我们已经深入讨论了珊瑚白化或变白，正如您所记得的那样，这是……珊瑚正在遭受痛苦的症状
in despair,[ɪn dɪˈspɛr],绝望地,,
in detail,[ɪn ˈditeɪl],详细地,"Rather than choosing one or two reasons and explaining them in detail (using a personal experience, hypothetical situation, etc",而不是选择一两个原因并详细解释它们（使用个人经历、假设情况等）
in dispute,[ɪn dɪˈspjut],在争论中；未解决的,"During the last ice age, human hunters pursued large mammals across Beringia, a land whose climatic characteristics have been in dispute",在上一个冰河时期，人类猎人穿越白令陆桥追捕大型哺乳动物，而这片土地的气候特征一直存在争议
in each case,[ɪn iʧ keɪs],在每种情况下,The lecturer discusses the points made in the text but reaches a different conclusion in each case,讲师讨论了文中提出的观点，但在每种情况下得出了不同的结论
in effect,[ɪn ˈifɛkt],实际上,"Further observation revealed the tendency of teachers to evaluate events rather than review the contributory factors in a considered manner by, in effect, standing outside the situation",进一步的观察揭示了教师倾向于评估事件，而不是通过深思熟虑的方式审查促成因素，实际上是站在情境之外
in embryo,[ɪn ˈɛmbriˌoʊ],在萌芽中；在酝酿中,,
in equilibrium with,[ɪn ˌikwəˈlɪbriəm wɪθ],与......相平衡,,
in essence,[ɪn ˈɛsəns],本质上；其实；大体上,,
in evidence,[ɪn ˈɛvədəns],明显的；显眼的,[C] Water ice could contain evidence of primit ive life on the Moon,[C] 水冰可能含有月球上原始生命的证据
in excess of,[ɪn ˈɛkˌsɛs əv],超过；多于,"During the dry periods that are common phenomena along the desert margins, though, the pressure on the land is often far in excess of its diminished capacity, and desertification results",然而，在沙漠边缘常见的干旱时期，土地承受的压力往往远远超过其减少的容量，从而导致荒漠化
in fact,[ɪn fækt],实际上,"However, dinosaurs differ in many ways from modern reptiles, and there is now considerable evidence that dinosaurs were, in fact, endotherms",然而，恐龙在很多方面与现代爬行动物不同，现在有大量证据表明恐龙实际上是恒温动物
in favor of,[ɪn ˈfeɪvər əv],有利于；支持,To present evidence in favor of Heyerdahl's idea about American Indians reaching Oceania,提供支持海尔达尔有关美洲印第安人到达大洋洲的观点的证据
in force,[ɪn fɔrs],已生效；大批地,"If the Australian government were to organize a campaign among Australian citizens to join forces to destroy the toads, the collective effort might stop the toad from spreading",如果澳大利亚政府在澳大利亚公民中组织一场运动，联合起来消灭蟾蜍，集体努力可能会阻止蟾蜍的蔓延
in general,[ɪn ˈʤɛnərəl],总之；通常；一般来说,"You could even extend the argument to say that this is becoming a problem with modern life in general: most problems have been solved, so no special thinking or creativit y by anyone-whether it be adults or kids-is needed these days to deal with new situations or problems",你甚至可以扩展这个论点，说这正在成为现代生活的一个普遍问题：大多数问题已经解决，所以现在任何人——无论是成年人还是孩子——都不需要特殊的思考或创造力来处理新情况或新问题
in good temper,[ɪn gʊd ˈtɛmpər],心情好,,
in great quantities,[ɪn greɪt kˈwɑntətiz], 大量的,,
in hand,[ɪn hænd],在手头；在控制中；在进行中,"Parchment is durable, much more so than paper, and it could be reused which came in handy since it was a costly material and in short supply, so it wasn ' t uncommon for the scribes or monks who produced the manuscripts",羊皮纸比纸更耐用，而且可以重复使用，这很方便，因为它是一种昂贵的材料，而且供应短缺，所以对于制作手稿的抄写员或僧侣来说，这并不罕见。
in harmony with,[ɪn ˈhɑrməni wɪθ],与......协调一致；与......和睦相处,The rise of the city-state put enormous pressure on the aristocracy to change its traditional way of life to make it appear more in harmony with the values of classical Athenian culture,城邦的崛起给贵族带来了巨大的压力，要求他们改变传统的生活方式，使其看起来更符合雅典古典文化的价值观。
in haste,[ɪn heɪst],匆忙地；草率地,,
in honor of,[ɪn ˈɑnər əv],向......致敬；紀念......,The fossil was officially named Pakicetus in honor of the country where the discovery was made,该化石被正式命名为巴基鲸 (Pakicetus)，以纪念发现该化石的国家
in large numbers,[ɪn lɑrʤ ˈnəmbərz],大量地（的）,Fecundity is the ability to reproduce in large numbers,繁殖力是指大量繁殖的能力
in line,[ɪn laɪn],排队；成一直线,"If you change a word, the others will usually bring you in line",如果你改变一个词，其他人通常会带你排队
in nature,[ɪn ˈneɪʧər], 本质上；其实；大体上,We still hadn't found it occuring in nature,我们还没有发现它发生在自然界
in no sense,[ɪn noʊ sɛns],绝不是,It should be emphasized that the evolution of lungs and limbs was in no sense an anticipation of future life on land,应该强调的是，肺和四肢的进化绝不是对未来陆地生命的预期
in no way,[ɪn noʊ weɪ],绝不；无论如何不,"He found that the amount of pollen recovered in these sediments is so low that the Beringian landscape during the peak of the last glaciation was more likely to have been what he termed a ""polar desert,"" with little or only sparse vegetation, in no way was it possible that this region could have supported large herds of mammals and thus, human hunters",他发现这些沉积物中回收的花粉量非常低，以至于末次冰期高峰期的白令海峡地貌很可能是他所说的“极地沙漠”，植被很少或只有稀疏的植被，绝不是这样。这个地区是否有可能养育大量的哺乳动物，从而养育人类猎人？
in one sense,[ɪn wən sɛns],在某种意上,,
in one's shoes,[ɪn wənz ʃuz], 处于某种地位（或境地）,,
in one's view/opinion,[ɪn wənz view/opinion*],在某人看来,,
in operation,[ɪn ˌɑpərˈeɪʃən],生效；运转着；在操作中,By the late 1990s some 70 geothermal electric-generating plants were in operation in,到 20 世纪 90 年代末，大约有 70 座地热发电厂在运行
in opposition to,[ɪn ˌɑpəˈzɪʃən tɪ],反对；与......相反,"The punctuate equilibrium hypothesis, in opposition to gradualism, holds that transitions from one species to another occur in comparatively sudden burst",与渐进主义相反，点状平衡假说认为从一个物种到另一个物种的转变是在相对突然的爆发中发生的
in order,[ɪn ˈɔrdər],秩序井然；整齐,"A recent Douglas biographer states: ""The deer which once picturesquely dotted the meadows around the fort were gone [in 1832], hunted to extermination in order to protect the crops",最近的一位道格拉斯传记作者写道：“曾经点缀在堡垒周围草地上的鹿（1832 年）消失了，为了保护农作物而被猎杀殆尽
in order to,[ɪn ˈɔrdər tɪ],为了,"A recent Douglas biographer states: ""The deer which once picturesquely dotted the meadows around the fort were gone [in 1832], hunted to extermination in order to protect the crops",最近的一位道格拉斯传记作者写道：“曾经点缀在堡垒周围草地上的鹿（1832 年）消失了，为了保护农作物而被猎杀殆尽
in other words,[ɪn ˈəðər wərdz],换句话说,"The relationship of north and south was symbiotic, in other words, and the contrast between them was more one of differences in degree than of polar opposition",换言之，南北关系是共生的，它们之间的对比更多的是程度上的差异，而不是两极的对立。
in part,[ɪn pɑrt],部分地,"[B] Little is known about the stages of evolution during the Cambrian period, in part  because early animals were soft bodied and could fossilize only under particular  conditions",[B] 人们对寒武纪的进化阶段知之甚少，部分原因是早期动物体型柔软，只有在特定条件下才能形成化石
in particular,[ɪn ˌpɑˈtɪkjələr],尤其；特別,"Ever  since people had begun to catalog the strata in particular outcrops, there had been the hope that  these could somehow be used to calculate geological time",自从人们开始对特定露头中的地层进行分类以来，人们一直希望能够以某种方式利用这些地层来计算地质年代
in perspective,[ɪn pərˈspɛktɪv],正确地看待（或判断）；如实地,,
in place,[ɪn pleɪs],在正确位置；准备妥当,"The disadvantage of using waterpower is that streams do not necessarily flow in places  that are the most suitable for factories, which explains why so many water-powered  grain and textile mills were located in undesirable places",使用水力的缺点是溪流不一定流向最适合工厂的地方，这就是为什么这么多水力的粮食和纺织厂都建在不理想的地方
in preference to,[ɪn ˈprɛfərəns tɪ],优先于,,
in principle,[ɪn ˈprɪnsəpəl],原则上,"Professor Okay, in principle they could, Karl",教授好吧，原则上他们可以，卡尔
in private,[ɪn ˈpraɪvət],私下,"In the 19th century, people started using them in private houses and public buildings",19世纪，人们开始在私人住宅和公共建筑中使用它们
in progress,[ɪn ˈprɑˌgrɛs],进行中,describe accidents that have occurred when oil activities were in progress,描述石油活动进行时发生的事故
in public,[ɪn ˈpəblɪk],公开地；当众,Role in public life in the community D,在社区公共生活中的作用 D
in quest of,[ɪn kwɛst əv],寻找；探求,,
in reality,[ɪn ˌriˈæləˌti],事实上；在现实中,"So the plants sensed the proper ratio of red light to far-red light and reacted by continuing to grow taller, while in reality these plants were not getting enough energy from photosynthesis to support all of that growth",因此，植物感知到红光与远红光的适当比例，并做出反应，继续长高，而实际上这些植物没有从光合作用中获得足够的能量来支持所有的生长
in relation to,[ɪn riˈleɪʃən tɪ],关于；涉及；与......有关,the location of the market in relation to the drilling site,市场相对于钻井地点的位置
in response,[ɪn rɪˈspɑns],作为回应,"Moreover, feudal society showed a remarkable ability to adapt to new needs by encouraging the parallel development of domestic urban life and commercial networks; in some regions of the north, in fact, feudal society may even have developed in response to the start of the trends toward bigger cities",此外，封建社会通过鼓励国内城市生活和商业网络的并行发展，表现出了非凡的适应新需求的能力；事实上，在北方的一些地区，封建社会甚至可能是随着大城市趋势的开始而发展起来的
in response to,[ɪn rɪˈspɑns tɪ],响应；回应,"Moreover, feudal society showed a remarkable ability to adapt to new needs by encouraging the parallel development of domestic urban life and commercial networks; in some regions of the north, in fact, feudal society may even have developed in response to the start of the trends toward bigger cities",此外，封建社会通过鼓励国内城市生活和商业网络的并行发展，表现出了非凡的适应新需求的能力；事实上，在北方的一些地区，封建社会甚至可能是随着大城市趋势的开始而发展起来的
in return,[ɪn rɪˈtərn],作为报答,"In fact, franchise owners have to pay a portion of their income to the parent company in return for advertising services",事实上，特许经营权所有者必须向母公司支付部分收入，以换取广告服务
in ruins,[ɪn ruɪnz],毁坏，严重受损,,
in search of,[ɪn sərʧ əv],寻找,Attracting populations in search of food and fuel,吸引人们寻找食物和燃料
in sequence,[ɪn ˈsikwəns],依次；逐一,"Because people did not catalog regional differences in sequences of rocks, it was  believed that rocks could never be reliable time markers",由于人们没有对岩石序列的区域差异进行分类，人们认为岩石永远不可能成为可靠​​的时间标记
in short,[ɪn ʃɔrt],总之；简而言之,groups of investors engaged in short-term financial cooperation,从事短期金融合作的投资者群体
in some cases,[ɪn səm ˈkeɪsɪz],在某些情况下；有时候,"And in some cases at least, artists drew on the walls of their homes",至少在某些情况下，艺术家会在自家的墙上作画
in spite of,[ɪn spaɪt əv],尽管,"Th e writer goes on to conclud e that in spite of some drawbacks, overall the Internet is quite valuable in what it provid es to us",作者接着得出结论，尽管存在一些缺点，但总体而言，互联网为我们提供的服务非常有价值
in succession,[ɪn səkˈsɛʃən],连续地,,
in summary,[ɪn ˈsəməri],总的来说；概括起来,,
in support of,[ɪn səˈpɔrt əv],支持；拥护,To argue in support of one particular explanation of that phenomenon against several competing explanations,争论支持该现象的一种特定解释，反对几种相互竞争的解释
in terms of,[ɪn tərmz əv],依据；按照；在......方面,Development is not evaluated simply in terms of how many words you write,发展不是简单地看你写了多少字来评价的
in the absence of,[ɪn ðə ˈæbsəns əv],缺乏；不存在,"Speculation on the origin of these Pacific islanders began as soon as outsiders encountered  them; in the absence of solid linguistic, archaeological, and biological data, many fanciful and  mutually exclusive theories were devised",当外来者一遇到这些太平洋岛民，关于他们的起源的猜测就开始了。在缺乏可靠的语言学、考古学和生物学数据的情况下，人们设计出了许多奇特且相互排斥的理论
in the case of,[ɪn ðə keɪs əv],在......的情況下；就......両言,"For the price of 25 cents (or 5 cents per machine), customers moved from machine to machine to watch five different films (or, in the case of famous prizefights, successive rounds of a single fight)",以 25 美分（或每台机器 5 美分）的价格，顾客从一台机器转移到另一台机器观看五部不同的电影（或者，在著名的职业拳击比赛中，观看连续几轮的单场比赛）
in the end,[ɪn ðə ɛnd],终于；最后,Every one else seemed to think change wasn't necessary so I voted against my own idea in the end,其他人似乎都认为没有必要改变，所以我最终投票反对我自己的想法
in the face of,[ɪn ðə feɪs əv],面对（问题、困难等）,"So Lavie did another experiment, designed to look at this ability to concentrate better in the face of increased difficulty",因此拉维做了另一个实验，旨在观察这种在面对增加的难度时更好地集中注意力的能力
in the first place,[ɪn ðə fərst pleɪs],第一；首先,"The basic cultural requirements for the successful colonization of the Pacific islands include  the appropriate boat-building, sailing, and navigation skills to get to the islands in the first place;  domesticated plants and gardening skills suited to often marginal conditions; and a varied inventory  of fishing implements and techniques",太平洋岛屿成功殖民的基本文化要求首先包括适当的造船、航海和航海技能，以到达这些岛屿；适合边缘条件的驯化植物和园艺技能；以及各种捕鱼工具和技术的清单
in the form of,[ɪn ðə fɔrm əv],以.......的形式,[D] The expansion of trade was facilitated by developments in banking and financial services and benefitted from the huge influx of capital in the form of gold and silver from the Americas,[D] 银行和金融服务的发展促进了贸易的扩张，并受益于来自美洲的金银资本的大量涌入
in the future,[ɪn ðə fˈjuʧər],在将来,"One successful way to express agreement with the statement is to develop your response around the central concept that the costs of driving cars in the future may become prohibitive for many workers; because the cost of nonrenewable fuels keeps going up, people twenty years from now would realize how much they could save by taking public transportat ion",表达同意该声明的一种成功方法是围绕以下核心概念做出回应：未来驾驶汽车的成本可能会让许多工人望而却步；由于不可再生燃料的成本不断上涨，二十年后的人们将意识到乘坐公共交通可以节省多少费用
in the hands of,[ɪn ðə hænz əv],由......掌握；在......手上,Production was generally in the hands of skilled individual artisans doing piecework under the tutelage of a master who was also the shop owner,生产通常由熟练的个体工匠负责，他们在一位师傅（同时也是店主）的指导下进行计件工作
in the long run,[ɪn ðə lɔŋ rən],从长远来看,"But then she went on to explain that the extra cost was worthwhile because although these pots and pans cost more to begin with, they actually save you money in the long run",但她接着解释说，额外的费用是值得的，因为虽然这些锅碗瓢盆一开始要花更多钱，但从长远来看，它们实际上可以帮你省钱。
in the main,[ɪn ðə meɪn],大体上；基本上,"So instead of buying these new units they should use the money to build meeting rooms, and that will reduce any noise in the main library areas",因此，他们不应该购买这些新设备，而应该用这笔钱来建造会议室，这样可以减少主图书馆区域的噪音
in the middle of,[ɪn ðə ˈmɪdəl əv],在......中間,An animal falls asleep in the middle of a mating ritual,动物在交配仪式中睡着了
in the midst of,[ɪn ðə mɪst əv],在......之中,,
in the nature of,[ɪn ðə ˈneɪʧər əv],按........的本性,"Unfortunately, it is in the nature of the archaeological evidence, which is almost invariable only a sample of what once existed, that such figures will always be elusive",不幸的是，由于考古证据的本质，这些证据几乎一成不变地只是曾经存在的样本，因此这些数字总是难以捉摸。
in the past,[ɪn ðə pæst],在过去,"Although this rise of oil is almost always carefully controlled today, spouts of oil, or gushers, were common in the past",尽管今天石油的上涨几乎总是受到小心控制，但石油喷出或喷油井在过去很常见
in the presence of,[ɪn ðə ˈprɛzəns əv],在......面前,The fungi produce less waste in the presence of algae,在藻类存在的情况下，真菌产生的废物更少
in the process of,[ɪn ðə ˈprɔˌsɛs əv],在......的辻程中,Land at the surface sinks because the rock beneath the surface is weakened when salts and toxic materials are removed from it in the process of extracting geothermal energy,地表土地下沉，因为在提取地热能的过程中，盐分和有毒物质被去除，地表下的岩石被削弱
in the same way,[ɪn ðə seɪm weɪ], 以同样的方式,They function in the same way as the signals all animals use to communic ate,它们的功能与所有动物用来交流的信号相同
in the time of,[ɪn ðə taɪm əv],在......这段时间,To establish that people vary in the time of their earliest memory,确定人们最早记忆的时间存在差异
in the vicinity of,[ɪn ðə vɪˈsɪnɪti əv],在......附近,"And if you look at her work, we are talking in the vicinity of10 three thousand paintings",如果你看一下她的作品，我们谈论的是大约一万三千幅画作
in this case,[ɪn ðɪs keɪs],既然这样；在这种情况下,"For example, you could say that a  doctor has gone to school for a long time and it  takes a long time to learn to be a good doctor,  so in this case changing careers would not make  sense",例如，你可以说一名医生已经上学很长时间了，要花很长时间才能学会成为一名好医生，所以在这种情况下换职业是没有意义的
in times of,[ɪn taɪmz əv],在......的时候,"This meant a great dependence on international commerce, which had notorious fluctuations; but it also meant high returns to those factors of production that were fortunate enough to be well placed in times of prosperity",这意味着对国际贸易的极大依赖，而国际贸易的波动是出了名的。但这也意味着那些有幸在繁荣时期处于有利地位的生产要素的高回报
in trouble,[ɪn ˈtrəbəl], 处于困境中；遇到麻烦,"Soon, they will learn that this kind of behavior gets them in trouble",很快，他们就会知道这种行为会给他们带来麻烦
in turn,[ɪn tərn], 反过来,"If you agree with the stateme nt and believe that technology stifles children's creativit y, you might support that by explaining how the computer keeps kids in the home and away from other kids; the abilit y to deploy communication skills in face-to-face situations, suffers as a consequence, and this in turn hinders the development of creativit y",如果你同意这个说法，并认为科技扼杀了孩子们的创造力，你可以通过解释电脑如何把孩子们留在家里，远离其他孩子来支持这一观点；因此，他们在面对面的情况下运用沟通技巧的能力就会受到影响，而这反过来又阻碍了创造力的发展。
in use,[ɪn juz], 在使用中,In twenty years there will be fewer cars in use than there are today,二十年后，使用中的汽车将比现在少
in view of,[ɪn vju əv],由于；鉴于,This is quite remarkable in view of the fact that the discovery of the first exoplanets was confirmed only in the mid-1990s,考虑到第一颗系外行星的发现直到 20 世纪 90 年代中期才得到证实，这一点相当了不起。
induce to,[ˌɪnˈdus tɪ],诱使,,
inform sb. of sth.,[ˌɪnˈfɔrm sb*. əv sth*.],通知（或告诉）某人某事,,
inherit...from...,[inherit...from*...],从.......继承......,"And what this meant is that Hugo opposed the neoclassical unities, that French theater has inherited from Greek drama",这意味着雨果反对法国戏剧继承自希腊戏剧的新古典主义统一体
inject...into...,[inject...into*...],把......注入.......,Somewhat more promising have been recent experiments for releasing capillary water (water in the soil) above the water table by injecting compressed air into the ground,最近的一些更有希望的实验是通过将压缩空气注入地下来释放地下水位以上的毛细水（土壤中的水）
insist on,[ˌɪnˈsɪst ɔn],坚持；坚决要求,,
inspire sb. with sth.,[ˌɪnˈspaɪr sb*. wɪθ sth*.],激发某人的某种感情；使某人产生某种,,
instead of,[ˌɪnˈstɛd əv],代替；而不是,An animal attacks the ground instead of its enemy,动物攻击地面而不是敌人
intend to do sth.,[ˌɪnˈtɛnd tɪ du sth*.],想要做某事；打算做某事,How much you need to spend and what you intend to spend it on,您需要花多少钱以及您打算花在什么方面
interact with,[ˌɪnərˈækt wɪθ],与......相互作用,"And most importantly, they can interact with the computer game at their convinience at home",最重要的是，他们可以在家中方便地与电脑游戏互动
interfere with,[ˌɪnərˈfɪr wɪθ],干涉；妨碍,The millennium when humans began to interfere with the climate,人类开始干扰气候的千年
introduce into,[ˌɪntrəˈdus ˈɪntu],引进,,
intrude into,[ˌɪnˈtrud ˈɪntu],侵入,,
keep a hold on,[kip ə hoʊld ɔn],掌握；留住,,
keep a record of,[kip ə ˈrɛkərd əv],把......记录下来,,
keep an eye on,[kip ən aɪ ɔn],留意；照看；密切注视,"They'd keep an eye on the human beings until these scary, possibly threatening individuals are gone",他们会密切关注人类，直到这些可怕的、可能具有威胁性的人消失
keep away from,[kip əˈweɪ frəm],避开；远离,,
keep in mind,[kip ɪn maɪnd],记住,"But he does give us a couple of criteria, or features, to keep in mind as we look for what true human happiness is",但他确实给了我们一些标准或特征，让我们在寻找人类真正的幸福时牢记在心
keep in touch,[kip ɪn təʧ],保持联系,,
keep one's head,[kip wənz hɛd],保持镇静,Do you really think you can keep these all in your head,你真的认为你能把这些都记在脑子里吗
keep one's promise/word,[kip wənz promise/word*],信守承诺；守信用,,
keep pace with,[kip peɪs wɪθ],与......保持同歩,"Second, agricultural activities must increase to keep pace with the growing human population",其次，农业活动必须增加以跟上人口增长的步伐
keep record of,[kip ˈrɛkərd əv],保持......的记录,,
keep track of,[kip træk əv],记录；与......保持联系,"Professor: OK, last time we talked about ancient agricultural civilizations that observed the stars and then used those observations to keep track of the seasons",教授：好的，上次我们谈到了古代农业文明观察星星，然后利用这些观察来记录季节
keep up with,[kip əp wɪθ],赶得上,What does the professor advise the student to do in order to keep up with the class she is in?,教授建议学生做什么才能跟上她所上的课程？
kick off,[kɪk ɔf],开始；（足球）中线开球,,
kill off,[kɪl ɔf],消灭；扼杀,"Because if there were too many parasites, they would kill off the host organisms they live on",因为如果寄生虫太多，它们就会杀死它们赖以生存的宿主生物
knock around,[nɑk əraʊnd],到处游荡；粗鲁地对待,,
knock out,[nɑk aʊt], 淘汰；击昏,,
lack of,[læk əv],没有；缺乏,The early explorers and settlers told of abundant deer in the early 1800s and yet almost in the same breath bemoaned the lack of this succulent game animal,早期的探险家和定居者在 1800 年代早期讲述了丰富的鹿的故事，但几乎同时哀叹这种多汁的猎物的缺乏
lag behind,[læg bɪˈhaɪnd],落后于,,
large quantities of,[lɑrʤ kˈwɑntətiz əv],大量的,The movement of glaciers carried away large quantities of rock,冰川运动带走了大量岩石
last for,[læst fər],持续；延续；历时......,Young children are not capable of forming memories that last for more than a short time,年幼的孩子无法形成持续很短时间的记忆
lay off,[leɪ ɔf],（临时）解雇；停止；休息,,
