in collaboration with,[ɪn kəˌlæbərˈeɪʃən wɪθ],与......合作,
in combination with,[ɪn ˌkɑmbəˈneɪʃən wɪθ],与......结合,"And because the ancient Egyptians were using the lunar cycle in combination with this heliacal rising, some years ended up having 12 lunar months, while others had 13 lunar calender months, if Sirius didn't rise in the 12th month"
in common,[ɪn ˈkɑmən],共同的；共有的,Why the woman has little in common with her roommates
in comparison,[ɪn kəmˈpɛrəsən],相比之下；比较起来,"Helens, in the northwestern United States, for example, pales in comparison to the destruction caused by humans"
in comparison with,[ɪn kəmˈpɛrəsən wɪθ],与.......比较,"▆In densely wooded environments, sound is the best means of communication over distance because in comparison with light, it travels with little impediment from trees and other vegetation"
in confidence,[ɪn ˈkɑnfədɛns],秘密地；私下地,
in conjunction with,[ɪn kənˈʤəŋkʃən wɪθ],与......协力；连同,
in consequence of,[ɪn ˈkɑnsəkwəns əv],由于......的缘故,
in contact,[ɪn ˈkɑnˌtækt],接触,"Now, why was that? Well, the main reason was that steel cables degrade very, very quickly in contact with salt water"
in contrast,[ɪn ˈkɑntræst],与此相反,"Drought-tolerant plants can even（并列） absorb water from relatively dry soil because of （因果） their deep roots, in contrast to （对比） succulent plants"
in contrast to,[ɪn ˈkɑntræst tɪ],与......形成对照,"Drought-tolerant plants can even（并列） absorb water from relatively dry soil because of （因果） their deep roots, in contrast to （对比） succulent plants"
in debt,[ɪn dɛt],欠债；欠情,
in demand,[ɪn dɪˈmænd],有需要的；受欢迎的,"This increase in literacy, um, in reading, led to an increase in demand for eyeglasses"
in depth,[ɪn dɛpθ],全面地；深入地；详细地,"Now, we've talked in depth about coral bleaching, or whitening, which as you recall, is a symptom of …well that the coral is suffering"
in despair,[ɪn dɪˈspɛr],绝望地,
in detail,[ɪn ˈditeɪl],详细地,"Rather than choosing one or two reasons and explaining them in detail (using a personal experience, hypothetical situation, etc"
in dispute,[ɪn dɪˈspjut],在争论中；未解决的,"During the last ice age, human hunters pursued large mammals across Beringia, a land whose climatic characteristics have been in dispute"
in each case,[ɪn iʧ keɪs],在每种情况下,The lecturer discusses the points made in the text but reaches a different conclusion in each case
in effect,[ɪn ˈifɛkt],实际上,"Further observation revealed the tendency of teachers to evaluate events rather than review the contributory factors in a considered manner by, in effect, standing outside the situation"
in embryo,[ɪn ˈɛmbriˌoʊ],在萌芽中；在酝酿中,
in equilibrium with,[ɪn ˌikwəˈlɪbriəm wɪθ],与......相平衡,
in essence,[ɪn ˈɛsəns],本质上；其实；大体上,
in evidence,[ɪn ˈɛvədəns],明显的；显眼的,[C] Water ice could contain evidence of primit ive life on the Moon
in excess of,[ɪn ˈɛkˌsɛs əv],超过；多于,"During the dry periods that are common phenomena along the desert margins, though, the pressure on the land is often far in excess of its diminished capacity, and desertification results"
in fact,[ɪn fækt],实际上,"However, dinosaurs differ in many ways from modern reptiles, and there is now considerable evidence that dinosaurs were, in fact, endotherms"
in favor of,[ɪn ˈfeɪvər əv],有利于；支持,To present evidence in favor of Heyerdahl's idea about American Indians reaching Oceania
in force,[ɪn fɔrs],已生效；大批地,"If the Australian government were to organize a campaign among Australian citizens to join forces to destroy the toads, the collective effort might stop the toad from spreading"
in general,[ɪn ˈʤɛnərəl],总之；通常；一般来说,"You could even extend the argument to say that this is becoming a problem with modern life in general: most problems have been solved, so no special thinking or creativit y by anyone-whether it be adults or kids-is needed these days to deal with new situations or problems"
in good temper,[ɪn gʊd ˈtɛmpər],心情好,
in great quantities,[ɪn greɪt kˈwɑntətiz], 大量的,
in hand,[ɪn hænd],在手头；在控制中；在进行中,"Parchment is durable, much more so than paper, and it could be reused which came in handy since it was a costly material and in short supply, so it wasn ' t uncommon for the scribes or monks who produced the manuscripts"
in harmony with,[ɪn ˈhɑrməni wɪθ],与......协调一致；与......和睦相处,The rise of the city-state put enormous pressure on the aristocracy to change its traditional way of life to make it appear more in harmony with the values of classical Athenian culture
in haste,[ɪn heɪst],匆忙地；草率地,
in honor of,[ɪn ˈɑnər əv],向......致敬；紀念......,The fossil was officially named Pakicetus in honor of the country where the discovery was made
in large numbers,[ɪn lɑrʤ ˈnəmbərz],大量地（的）,Fecundity is the ability to reproduce in large numbers
in line,[ɪn laɪn],排队；成一直线,"If you change a word, the others will usually bring you in line"
in nature,[ɪn ˈneɪʧər], 本质上；其实；大体上,We still hadn't found it occuring in nature
in no sense,[ɪn noʊ sɛns],绝不是,It should be emphasized that the evolution of lungs and limbs was in no sense an anticipation of future life on land
in no way,[ɪn noʊ weɪ],绝不；无论如何不,"He found that the amount of pollen recovered in these sediments is so low that the Beringian landscape during the peak of the last glaciation was more likely to have been what he termed a ""polar desert,"" with little or only sparse vegetation, in no way was it possible that this region could have supported large herds of mammals and thus, human hunters"
in one sense,[ɪn wən sɛns],在某种意上,
in one's shoes,[ɪn wənz ʃuz], 处于某种地位（或境地）,
in one's view/opinion,[ɪn wənz view/opinion*],在某人看来,
in operation,[ɪn ˌɑpərˈeɪʃən],生效；运转着；在操作中,By the late 1990s some 70 geothermal electric-generating plants were in operation in
in opposition to,[ɪn ˌɑpəˈzɪʃən tɪ],反对；与......相反,"The punctuate equilibrium hypothesis, in opposition to gradualism, holds that transitions from one species to another occur in comparatively sudden burst"
in order,[ɪn ˈɔrdər],秩序井然；整齐,"A recent Douglas biographer states: ""The deer which once picturesquely dotted the meadows around the fort were gone [in 1832], hunted to extermination in order to protect the crops"
in order to,[ɪn ˈɔrdər tɪ],为了,"A recent Douglas biographer states: ""The deer which once picturesquely dotted the meadows around the fort were gone [in 1832], hunted to extermination in order to protect the crops"
in other words,[ɪn ˈəðər wərdz],换句话说,"The relationship of north and south was symbiotic, in other words, and the contrast between them was more one of differences in degree than of polar opposition"
in part,[ɪn pɑrt],部分地,"[B] Little is known about the stages of evolution during the Cambrian period, in part  because early animals were soft bodied and could fossilize only under particular  conditions"
in particular,[ɪn ˌpɑˈtɪkjələr],尤其；特別,"Ever  since people had begun to catalog the strata in particular outcrops, there had been the hope that  these could somehow be used to calculate geological time"
in perspective,[ɪn pərˈspɛktɪv],正确地看待（或判断）；如实地,
in place,[ɪn pleɪs],在正确位置；准备妥当,"The disadvantage of using waterpower is that streams do not necessarily flow in places  that are the most suitable for factories, which explains why so many water-powered  grain and textile mills were located in undesirable places"
in preference to,[ɪn ˈprɛfərəns tɪ],优先于,
in principle,[ɪn ˈprɪnsəpəl],原则上,"Professor Okay, in principle they could, Karl"
in private,[ɪn ˈpraɪvət],私下,"In the 19th century, people started using them in private houses and public buildings"
in progress,[ɪn ˈprɑˌgrɛs],进行中,describe accidents that have occurred when oil activities were in progress
in public,[ɪn ˈpəblɪk],公开地；当众,Role in public life in the community D
in quest of,[ɪn kwɛst əv],寻找；探求,
in reality,[ɪn ˌriˈæləˌti],事实上；在现实中,"So the plants sensed the proper ratio of red light to far-red light and reacted by continuing to grow taller, while in reality these plants were not getting enough energy from photosynthesis to support all of that growth"
in relation to,[ɪn riˈleɪʃən tɪ],关于；涉及；与......有关,the location of the market in relation to the drilling site
in response,[ɪn rɪˈspɑns],作为回应,"Moreover, feudal society showed a remarkable ability to adapt to new needs by encouraging the parallel development of domestic urban life and commercial networks; in some regions of the north, in fact, feudal society may even have developed in response to the start of the trends toward bigger cities"
in response to,[ɪn rɪˈspɑns tɪ],响应；回应,"Moreover, feudal society showed a remarkable ability to adapt to new needs by encouraging the parallel development of domestic urban life and commercial networks; in some regions of the north, in fact, feudal society may even have developed in response to the start of the trends toward bigger cities"
in return,[ɪn rɪˈtərn],作为报答,"In fact, franchise owners have to pay a portion of their income to the parent company in return for advertising services"
in ruins,[ɪn ruɪnz],毁坏，严重受损,
in search of,[ɪn sərʧ əv],寻找,Attracting populations in search of food and fuel
in sequence,[ɪn ˈsikwəns],依次；逐一,"Because people did not catalog regional differences in sequences of rocks, it was  believed that rocks could never be reliable time markers"
in short,[ɪn ʃɔrt],总之；简而言之,groups of investors engaged in short-term financial cooperation
in some cases,[ɪn səm ˈkeɪsɪz],在某些情况下；有时候,"And in some cases at least, artists drew on the walls of their homes"
in spite of,[ɪn spaɪt əv],尽管,"Th e writer goes on to conclud e that in spite of some drawbacks, overall the Internet is quite valuable in what it provid es to us"
in succession,[ɪn səkˈsɛʃən],连续地,
in summary,[ɪn ˈsəməri],总的来说；概括起来,
in support of,[ɪn səˈpɔrt əv],支持；拥护,To argue in support of one particular explanation of that phenomenon against several competing explanations
in terms of,[ɪn tərmz əv],依据；按照；在......方面,Development is not evaluated simply in terms of how many words you write
in the absence of,[ɪn ðə ˈæbsəns əv],缺乏；不存在,"Speculation on the origin of these Pacific islanders began as soon as outsiders encountered  them; in the absence of solid linguistic, archaeological, and biological data, many fanciful and  mutually exclusive theories were devised"
in the case of,[ɪn ðə keɪs əv],在......的情況下；就......両言,"For the price of 25 cents (or 5 cents per machine), customers moved from machine to machine to watch five different films (or, in the case of famous prizefights, successive rounds of a single fight)"
in the end,[ɪn ðə ɛnd],终于；最后,Every one else seemed to think change wasn't necessary so I voted against my own idea in the end
in the face of,[ɪn ðə feɪs əv],面对（问题、困难等）,"So Lavie did another experiment, designed to look at this ability to concentrate better in the face of increased difficulty"
in the first place,[ɪn ðə fərst pleɪs],第一；首先,"The basic cultural requirements for the successful colonization of the Pacific islands include  the appropriate boat-building, sailing, and navigation skills to get to the islands in the first place;  domesticated plants and gardening skills suited to often marginal conditions; and a varied inventory  of fishing implements and techniques"
in the form of,[ɪn ðə fɔrm əv],以.......的形式,[D] The expansion of trade was facilitated by developments in banking and financial services and benefitted from the huge influx of capital in the form of gold and silver from the Americas
in the future,[ɪn ðə fˈjuʧər],在将来,"One successful way to express agreement with the statement is to develop your response around the central concept that the costs of driving cars in the future may become prohibitive for many workers; because the cost of nonrenewable fuels keeps going up, people twenty years from now would realize how much they could save by taking public transportat ion"
in the hands of,[ɪn ðə hænz əv],由......掌握；在......手上,Production was generally in the hands of skilled individual artisans doing piecework under the tutelage of a master who was also the shop owner
in the long run,[ɪn ðə lɔŋ rən],从长远来看,"But then she went on to explain that the extra cost was worthwhile because although these pots and pans cost more to begin with, they actually save you money in the long run"
in the main,[ɪn ðə meɪn],大体上；基本上,"So instead of buying these new units they should use the money to build meeting rooms, and that will reduce any noise in the main library areas"
in the middle of,[ɪn ðə ˈmɪdəl əv],在......中間,An animal falls asleep in the middle of a mating ritual
in the midst of,[ɪn ðə mɪst əv],在......之中,
in the nature of,[ɪn ðə ˈneɪʧər əv],按........的本性,"Unfortunately, it is in the nature of the archaeological evidence, which is almost invariable only a sample of what once existed, that such figures will always be elusive"
in the past,[ɪn ðə pæst],在过去,"Although this rise of oil is almost always carefully controlled today, spouts of oil, or gushers, were common in the past"
in the presence of,[ɪn ðə ˈprɛzəns əv],在......面前,The fungi produce less waste in the presence of algae
in the process of,[ɪn ðə ˈprɔˌsɛs əv],在......的辻程中,Land at the surface sinks because the rock beneath the surface is weakened when salts and toxic materials are removed from it in the process of extracting geothermal energy
in the same way,[ɪn ðə seɪm weɪ], 以同样的方式,They function in the same way as the signals all animals use to communic ate
in the time of,[ɪn ðə taɪm əv],在......这段时间,To establish that people vary in the time of their earliest memory
in the vicinity of,[ɪn ðə vɪˈsɪnɪti əv],在......附近,"And if you look at her work, we are talking in the vicinity of10 three thousand paintings"
in this case,[ɪn ðɪs keɪs],既然这样；在这种情况下,"For example, you could say that a  doctor has gone to school for a long time and it  takes a long time to learn to be a good doctor,  so in this case changing careers would not make  sense"
in times of,[ɪn taɪmz əv],在......的时候,"This meant a great dependence on international commerce, which had notorious fluctuations; but it also meant high returns to those factors of production that were fortunate enough to be well placed in times of prosperity"
in trouble,[ɪn ˈtrəbəl], 处于困境中；遇到麻烦,"Soon, they will learn that this kind of behavior gets them in trouble"
in turn,[ɪn tərn], 反过来,"If you agree with the stateme nt and believe that technology stifles children's creativit y, you might support that by explaining how the computer keeps kids in the home and away from other kids; the abilit y to deploy communication skills in face-to-face situations, suffers as a consequence, and this in turn hinders the development of creativit y"
in use,[ɪn juz], 在使用中,In twenty years there will be fewer cars in use than there are today
in view of,[ɪn vju əv],由于；鉴于,This is quite remarkable in view of the fact that the discovery of the first exoplanets was confirmed only in the mid-1990s
induce to,[ˌɪnˈdus tɪ],诱使,
inform sb. of sth.,[ˌɪnˈfɔrm sb*. əv sth*.],通知（或告诉）某人某事,
inherit...from...,[inherit...from*...],从.......继承......,"And what this meant is that Hugo opposed the neoclassical unities, that French theater has inherited from Greek drama"
inject...into...,[inject...into*...],把......注入.......,Somewhat more promising have been recent experiments for releasing capillary water (water in the soil) above the water table by injecting compressed air into the ground
insist on,[ˌɪnˈsɪst ɔn],坚持；坚决要求,
inspire sb. with sth.,[ˌɪnˈspaɪr sb*. wɪθ sth*.],激发某人的某种感情；使某人产生某种,
instead of,[ˌɪnˈstɛd əv],代替；而不是,An animal attacks the ground instead of its enemy
intend to do sth.,[ˌɪnˈtɛnd tɪ du sth*.],想要做某事；打算做某事,How much you need to spend and what you intend to spend it on
interact with,[ˌɪnərˈækt wɪθ],与......相互作用,"And most importantly, they can interact with the computer game at their convinience at home"
interfere with,[ˌɪnərˈfɪr wɪθ],干涉；妨碍,The millennium when humans began to interfere with the climate
introduce into,[ˌɪntrəˈdus ˈɪntu],引进,
intrude into,[ˌɪnˈtrud ˈɪntu],侵入,
keep a hold on,[kip ə hoʊld ɔn],掌握；留住,
keep a record of,[kip ə ˈrɛkərd əv],把......记录下来,
keep an eye on,[kip ən aɪ ɔn],留意；照看；密切注视,"They'd keep an eye on the human beings until these scary, possibly threatening individuals are gone"
keep away from,[kip əˈweɪ frəm],避开；远离,
keep in mind,[kip ɪn maɪnd],记住,"But he does give us a couple of criteria, or features, to keep in mind as we look for what true human happiness is"
keep in touch,[kip ɪn təʧ],保持联系,
keep one's head,[kip wənz hɛd],保持镇静,Do you really think you can keep these all in your head
keep one's promise/word,[kip wənz promise/word*],信守承诺；守信用,
keep pace with,[kip peɪs wɪθ],与......保持同歩,"Second, agricultural activities must increase to keep pace with the growing human population"
keep record of,[kip ˈrɛkərd əv],保持......的记录,
keep track of,[kip træk əv],记录；与......保持联系,"Professor: OK, last time we talked about ancient agricultural civilizations that observed the stars and then used those observations to keep track of the seasons"
keep up with,[kip əp wɪθ],赶得上,What does the professor advise the student to do in order to keep up with the class she is in?
kick off,[kɪk ɔf],开始；（足球）中线开球,
kill off,[kɪl ɔf],消灭；扼杀,"Because if there were too many parasites, they would kill off the host organisms they live on"
knock around,[nɑk əraʊnd],到处游荡；粗鲁地对待,
knock out,[nɑk aʊt], 淘汰；击昏,
lack of,[læk əv],没有；缺乏,The early explorers and settlers told of abundant deer in the early 1800s and yet almost in the same breath bemoaned the lack of this succulent game animal
lag behind,[læg bɪˈhaɪnd],落后于,
large quantities of,[lɑrʤ kˈwɑntətiz əv],大量的,The movement of glaciers carried away large quantities of rock
last for,[læst fər],持续；延续；历时......,Young children are not capable of forming memories that last for more than a short time
lay off,[leɪ ɔf],（临时）解雇；停止；休息,
lay out,[leɪ aʊt],展示；安排；策划（计划、论点等）；,"Student Well, he'd lay out the general outline, the theme and then give each of these star performers, one by one, the creative freedom to really show what they could do with it on their own instrument, to improvise and add something new, but always within the same general theme"
lay stress on,[leɪ strɛs ɔn],把重点放在；在......上用力,
lay the blame on,[leɪ ðə bleɪm ɔn],归咎于,
lay the foundation of,[leɪ ðə faʊnˈdeɪʃən əv],为......打基础；为......奠定基础,
lead to,[lɛd tɪ],导致,To provide support for the idea that habitat destruction would lead to population decline
lead up to,[lɛd əp tɪ],导致；是......的先导,
lean on,[lin ɔn],依靠；依赖,
learn about,[lərn əˈbaʊt],了解,He feels that the approach taken in this course is the best way to learn about film
learn from,[lərn frəm],从......中学习,So let's concentrate on one site and see what we can learn from it
leave alone,[liv əˈloʊn],更不用说；不理会；不打扰,
leave behind,[liv bɪˈhaɪnd],留下；超过,"Therefore, a begging nestling that secures food at the expense of its siblings might actually leave behind fewer copies of its genes overall than it might otherwise"
leave off,[liv ɔf],停止,
leave out,[liv aʊt],不考虑；排除,Which of the sentences below best expresses the essential information in the highlighted sentence in paragraph S? Incorrect choices change the meaning in important ways or leave out essential in formation
let go,[lɛt goʊ],放开；松手,"Research shows that consumers don't want to let go off any traditional product attributes, like convenience, price and quality"
let off,[lɛt ɔf],宽恕；从宽处理；免除,
lie in,[laɪ ɪn],在于；睡懒觉,Commercial fossil collectors typically pay no attention to how fossils lie in the ground or to the smaller fossils that may surround bigger ones
life expectancy,[laɪf ɪkˈspɛktənsi],预期寿命,"By 1900, in some parts of Western Europe life expectancy in the cities began to surpass that of the rural areas"
light up,[laɪt əp], 发光；照亮,"And some zooplankton are bioluminescent, which means they have special organs that light up and make them visible even at great depth"
line up,[laɪn əp],排列成；整队,
linger on,[ˈlɪŋər ɔn],继续存留,
link up,[lɪŋk əp],会合；连接；联系,
link with,[lɪŋk wɪθ],与......有关；与......联系,
little by little,[ˈlɪtəl baɪ ˈlɪtəl],渐渐地,
live off,[lɪv ɔf], 靠......过活；以......为生,"I live off campus, but if I hurry, I'd probably get home and bring the paper back before class was over"
live on,[lɪv ɔn],继续活着；继续存在；靠......为生,The little creature is apparently restricted to the desert not because it is specialized to live only there but because that is the only habitat where none of the other chipmunk species can live
live out,[lɪv aʊt],住在外面；实践；实现,They live out on the open grassy plains
live up to,[lɪv əp tɪ],达到；符合；不辜负（他人的期望）,He's very conscious of the particular rules of social behavior he has to live up to somehow
load up,[loʊd əp],（向车辆或容器里）大量装入,
loads of,[loʊdz əv],大量；许多,They are found wherever fast rivers carrying loads of coarse sediment once flowed
long after,[lɔŋ ˈæftər],很久以后,"The part of the brain responsible for fine control and movement is located in the left cerebral hemisphere, and the findings above suggest that the human brain was already asymmetrical in its structure and function not long after 2 million years ago"
long ago,[lɔŋ əˈgoʊ], 很久以前,"Not long ago, the Sahara had a different climate"
long before,[lɔŋ ˌbiˈfɔr],很早以前；早在......之前,"[D] Discoveries made by Galileo provided support for a model of the solar system that had been developed long before by Kan Te, an ancient Chinese astronomer"
long for,[lɔŋ fər], 渴望,Why did it take so long for multicellular organisms to develop?
look after,[lʊk ˈæftər],照顾；照管,"Uh, uh, all the eggs hatched at once, so she has about forty newborns to look after"
look around,[lʊk əraʊnd],到处察看；环顾四周,Man So this would give students time to look around on their own
look back on,[lʊk bæk ɔn],回顾,
look down on,[lʊk daʊn ɔn],看不起；轻视,
look for,[lʊk fər],寻找,"What is important to understand from the lecture is that the professor disagrees with the advantages of buying franchises presented in the reading, namely that a franchise owner does not have to look for suppliers; that a franchise owner gets the benefit of advertising done by the parent company; and that franchises provide more security than other types of business"
look forward to,[lʊk ˈfɔrwərd tɪ],盼望；期待,"Uh, I guess that'll be something to look forward to then"
look into,[lʊk ˈɪntu],观察；调查,I guess I should look into the food-prep job
look out for,[lʊk aʊt fər],留神；注意；提防；警惕,
look through,[lʊk θru],浏览；温习；看穿；识破,"Professor: Actually after your first observation, you'll go back and look through your textbook or go to a library and find a few sources concerning the stage of development this particular child is in"
look to,[lʊk tɪ], 指望；展望；注意,
look up from,[lʊk əp frəm],（在低头看某物时）抬头往上看,
look up to,[lʊk əp tɪ],尊敬；敬仰；仰望,
lose interest in,[luz ˈɪntəˌrɛst ɪn],对......失去兴趣,
lose one's way,[luz wənz weɪ],迷路,"How could a bird navigate by the Sun when some of us lose our way with road maps? Obviously, more testing was in order"
lose one's head,[luz wənz hɛd],不知所措,
lose one's nerve,[luz wənz nərv],失去勇气,
lose one's temper,[luz wənz ˈtɛmpər],发怒；发脾气,"And temperature also plays a part here, in that cold ice does not move as easily as ice that is close to the melting point, in fact, it is not too different from… the way oil is, thicker at lower temperatures"
major in,[ˈmeɪʤər ɪn],主修,the university doesn't offer a major in journalism
make...a top priority,[make...a* tɔp praɪˈɔrəti],使成为首要任务；当务之急,
make a bargain with,[meɪk ə ˈbɑrgɪn wɪθ],和......讨价还价；与......达成协议,
make a compromise,[meɪk ə ˈkɑmprəˌmaɪz],妥协；折中,
make a contribution to,[meɪk ə ˌkɑntrəˈbjuʃən tɪ],对......有贡献,
make a difference,[meɪk ə ˈdɪfərəns],有影响；起（重要）作用,"Student A Well, how would loss of wetlands make a difference"
make a fuss of,[meɪk ə fəs əv],大惊小怪；过分关注,
make a living,[meɪk ə ˈlɪvɪŋ],谋生,And yes these poems were also sung; many troubadours were able to make a living being full-time poets which should tell you something about the value of that profession during medieval times
make a mistake,[meɪk ə mɪˈsteɪk],犯错误,"Well, in class you can take your time, but cooking for more people, there is more pressure I mean you are in a rush, people are waiting, and it might be easy to make a mistake with all that stress"
make a profit from,[meɪk ə ˈprɑfɪt frəm],从......中荻利,
make a remark,[meɪk ə rɪˈmɑrk],评论；发表意见,
make allowance for,[meɪk əˈlaʊəns fər],考虑到；顾及；体谅,
make arrangements for,[meɪk ərˈeɪnʤmənts fər],为......安排好,
make certain,[meɪk ˈsərtən],弄清楚,Paragraph 6: Photography did indeed make certain kinds of painting obsolete—the daguerreotype virtually did away with the portrait miniature
make efforts to do sth.,[meɪk ˈɛfərts tɪ du sth*.],努力做某事,
make ends meet,[meɪk ɛndz mit],勉强维持生计；使收支相抵,
make fun of,[meɪk fən əv],取笑；嘲弄,
make it difficult for sb. to do sth.,[meɪk ɪt ˈdɪfəkəlt fər sb*. tɪ du sth*.],使某人做某事变得困难,
make it necessary to,[meɪk ɪt ˈnɛsəˌsɛri tɪ],使有必要,
make it possible to,[meɪk ɪt ˈpɑsəbəl tɪ],使有可能,"In areas where considerable soil still remains, though, a rigorously enforced program of land protection and cover-crop planting may make it possible to reverse the present deterioration of the surface"
make mention of,[meɪk ˈmɛnʃən əv],提到,
make no attempt to,[meɪk noʊ əˈtɛmpt tɪ],不尝试做,
make no difference,[meɪk noʊ ˈdɪfərəns],没有影响；不起作用,
make no sense,[meɪk noʊ sɛns],毫无意义,
make one's appearance,[meɪk wənz əˈpɪrəns],出现；露面,"For various reasons, individuals glyphs were sometimes shuffled to make a text sound more pleasing, to make its sense clearer, or to make its appearance more beautiful"
make peace with,[meɪk pis wɪθ],与......讲和；与......休战,
make progress in,[meɪk ˈprɑˌgrɛs ɪn],在......有进展,
make sense,[meɪk sɛns],说得通,But what doesn't make sense is the object the behavior's directed towards
make the best of,[meɪk ðə bɛst əv],充分利用；妥善处理,
make the most of,[meɪk ðə moʊst əv],充分利用,
make up,[meɪk əp],组成；补足；化妆；编造,"Together, Melanesia, Micronesia, and Polynesia make up the region described as  the Pacific islands, or Oceania"
make up for,[meɪk əp fər],补偿；弥补,But the studies also indicate that they weren't high enough to do the job—make up for a faint Sun
make up one's mind,[meɪk əp wənz maɪnd],下決心,
make use of,[meɪk juz əv],使用；利用,"Running water was the only source of power that was suitable for the continuous  operation of machines, but to make use of it, factories had to be located where the water  was, regardless of whether such locations made sense otherwise"
make way for,[meɪk weɪ fər],让路；为......开路,
manage to do sth.,[ˈmænɪʤ tɪ du sth*.],设法做到某事,The speaker does manage to express the central idea of the establishing shot and partially describe the shot used in the professor's example
map out,[mæp aʊt],（精心细致地）规划；安排,"These sites usually map out the important stories, passages, and characters for the student"
match up,[mæʧ əp],使相配；使协调,Student So how do we know which spectral patterns match up with which elements
match with,[mæʧ wɪθ],使和......相匹配,"Just below the chromatophores is a layer of cells that reflect light from the environment, and these cells help the octopus create a precise match with the colors that surround them"
mean to do sth.,[min tɪ du sth*.],打算做某事；有意做某事,"Piaget suggested that because they don't have language, children younger than 18 to 24 months live in the here and now, that is they lack the mean to symbolically represent objects and events, that are not physically present"
meet the need,[mit ðə nid],满足需求,They can be adapted to meet the needs of a community
meet with,[mit wɪθ],见面；符合；满足,"Also, after your second year, you have to meet with your department chair to outline a plan for the rest of your time here"
mess up,[mɛs əp],陷入困境；搞糟,
mess with,[mɛs wɪθ],干涉；卷入；胡乱摆弄,"I mean, would you mess with a mother crocodile"
might as well,[maɪt ɛz wɛl],不妨,"Student Ok, then we might as well give up on optical astronomy and go with radio astronomy"
millions of,[ˈmɪljənz əv],数百万的,"Over long periods of time (millions of years), accumulations of gas and oil can collect in the sandy layers"
mix with,[mɪks wɪθ],和......混合,
more or less,[mɔr ər lɛs],或多或少,have households that are more or less equal in wealth
more than,[mɔr ðən],不仅仅是,Since the 1940s the winter populations of deer have fluctuated more than the summer populations have
most of all,[moʊst əv ɔl],最重要的是；首先,"Perhaps most of all, Columbus was portrayed as someone was destined to accomplish things, just as America in those early years was coming to see itself as having a great destiny"
move about,[muv əˈbaʊt],走来走去；经常搬家,
move across,[muv əˈkrɔs],跨越,And he also noticed that the shape of the sunspots changed as they seemed to move across the Sun's surface
move around,[muv əraʊnd],走来走去；绕着......来回转,"You should also explain that other animals have camouflage that changes colors to match whatever environment the animals are in, so that they can move around and still be protected"
move down,[muv daʊn],将......移至低处；进入,allowing logs to move downstream more quickly and easilythem an artificial ice coating to facilitate travel
move in,[muv ɪn], 生活于；周旋于；进入,"As muddy sediments are pressed together, the gas and small droplets of oil may be squeezed out of the mud and may move into sandy layers nearby"
move off,[muv ɔf], 启动；离去,"To explain the points she makes, you could say that she argues that the renovations will create noise or disturbances, and that people will actually move off campus because of that in the short term"
move on,[muv ɔn],继续前进；开始做（别的事）,She thinks it is time to move on to the next part of this lecture
move out of,[muv aʊt əv],从......移除,"By this time, the Saharan people were probably using domestic crops, experimenting with such summer rainfall crops as sorghum and millet as they move out of areas where they could grow wheat, barley, and other"
move through,[muv θru],穿过,So animals that live underground have evolved physical features that help them move through dirt efficiently
much less,[məʧ lɛs],更不用说；不及,"The idea might sound  attractive, but the communal online encyclopedias have several important problems that make  them much less valuable than traditional, printed encyclopedias"
needless to say,[ˈnidləs tɪ seɪ],不用说,
neither...nor...,[neither...nor*...],既不......也不......,"The majority of three-dimensional representations, whether standing, seated, or kneeling, exhibit what is called frontality: they face straight ahead, neither twisting nor turning"
night and day,[naɪt ənd deɪ],夜以继日,
no doubt,[noʊ daʊt],无疑；必定,Team members who have a voice in making a decision will no doubt feel better about carrying out the work that is entailed by the decision than they might doing work that is imposed on them by others
no longer,[noʊ ˈlɔŋgər],不再；已不,It no longer lives in a particular type of habitat that it once occupied
no matter what,[noʊ ˈmætər wət],不管怎样,"A theater owner would just buy a pile of sheet music and musicians will play it, no matter what it was"
no sooner...than,[noʊ sooner...than*],一.......就,
no wonder,[noʊ ˈwəndər],难怪,"If he parties every night, no wonder he can't pay attention"
none of,[nən əv],（三者或三者以上）都不,The little creature is apparently restricted to the desert not because it is specialized to live only there but because that is the only habitat where none of the other chipmunk species can live
not...at all,[not...at* ɔl],根本不......,"You will not have time to repeat all of the details from the lecture and reading, and you should not try to do that"
not...but...,[not...but*...],不是......雨是......,"There are many possibilities, and  the specific example you choose is not important as  long as it contributes to your argument"
not just...but also...,[nɑt just...but* ˈɔlsoʊ...],不似........述有......,"Stu: To get more people to stop in, well, like you said, better equipment, maybe a super fast internet connection, and not just a good variety of books but also like nice and comfortable areas where people can read and do research"
not until...that,[nɑt until...that*],直到.......才,"Oh, yeah, not until Wednesday, so then, yeah, maybe that 's possible too"
now and then,[naʊ ənd ðɛn],偶尔,"The speaker gives a clear summary of the lecture, starting with a statement of what researchers believed until now and then explaining what was found in the experiment"
now that,[naʊ ðət],既然；由于,To explain how scientists know that meteors penetrate the Moon's crust
occur to,[əˈkər tɪ],发生；想到,"If the divisions are gradual, perhaps, as Gleason suggested, each species is responding individually to its environment, and clusters of species are not so integrated that they must always occur together"
offer a glimpse into,[ˈɔfər ə glɪmps ˈɪntu],一窥,
offer to do sth.,[ˈɔfər tɪ du sth*.],主动提出做某事,[ID To offer to help other students
omit to do sth.,[oʊˈmɪt tɪ du sth*.],忘记做某事,
on a...scale,[ɔn a...scale*],在某个规模上,"Levels of general literacy in the south far surpassed those of the north, and the people of the south put that learning to use on a large scale"
